"full_name","gender","mfa_degree","role","prize_year","prize_name","prize_amount","prize_institution","prize_type","prize_genre","given_name","last_name","author_wikidata","author_wikidata_label","author_viaf","author_lccn","elite_institution","graduate_degree","iowa_mfa_person_id","stegner","title_of_winning_book"
"Joy Harjo","female","University of Iowa","judge","2020","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Joy","Harjo","Q292180","Joy Harjo","30693197","n81068743","","graduate","1077","",""
"Joy Harjo","female","University of Iowa","winner","2020","Poet Laureate","35,000","Library of Congress","career","poetry","Joy","Harjo","Q292180","Joy Harjo","30693197","n81068743","","graduate","1077","",""
"Joy Harjo","female","University of Iowa","judge","2020","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Joy","Harjo","Q292180","Joy Harjo","30693197","n81068743","","graduate","1077","",""
"Joy Williams","female","University of Iowa","judge","2020","Arthur Rense Prize","20,000","American Academy of Arts and Letters","career","poetry","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2020","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2020","Benjamin H. Danks Award","20,000","American Academy of Arts and Letters","career","no genre","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2020","Christopher Lightfoot Walker Award","100,000","American Academy of Arts and Letters","career","no genre","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2020","E. M. Forster Award","10,000","American Academy of Arts and Letters","career","no genre","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2020","Rosenthal Family Foundation Award","10,000","American Academy of Arts and Letters","career","prose","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Novuyo Rosa Tshuma","female","University of Iowa","winner","2020","Lannan Fellowship","50,000","Lannan Foundation","career","prose","Novuyo Rosa","Tshuma","","","","","","graduate","missing","",""
"Yiyun Li","female","University of Iowa","winner","2020","Windham Campbell Prize","165,000","Yale University","career","prose","Yiyun","Li","Q460088","Yiyun Li","66761360","n2004151571","","graduate","4032","",""
"Genevieve Sly Crane","female","SUNY Stonybrook","winner","2020","Whiting Award","50,000","Whiting Foundation","career","no genre","Genevieve Sly","Crane","Q120768578","Genevieve Sly Crane","9223372036854775808","no2018060160","","graduate","","",""
"Bhanu Kapil","female","SUNY Brookport","winner","2020","Windham Campbell Prize","165,000","Yale University","career","poetry","Bhanu","Kapil","Q19667597","Bhanu Kapil","29085938","no00099586","","graduate","","",""
"Crystal Wilkinson","female","Spalding University","winner","2020","USA Fellowship","50,000","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)","career","no genre","Crystal","Wilkinson","Q5191401","Crystal Wilkinson","53805192","no2001072848","","graduate","","",""
"Isabella Hammad","female","New York University","winner","2020","Lannan Fellowship","50,000","Lannan Foundation","career","prose","Isabella","Hammad","Q106907556","Isabella Hammad","2154620874644592384","n2018072401","Harvard University","graduate","","",""
"Aria Aber","female","New York University","winner","2020","Whiting Award","50,000","Whiting Foundation","career","no genre","Aria","Aber","Q95076006","Aria Aber","","","","graduate","","",""
"Diannely Antigua","female","New York University","winner","2020","Whiting Award","50,000","Whiting Foundation","career","no genre","Diannely","Antigua","","","","","","graduate","","",""
"Maaza Mengiste","female","New York University","winner","2020","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Maaza","Mengiste","Q3841903","Maaza Mengiste","96758846","n2009054685","","graduate","","",""
"Ling Ma","female","Cornell University","winner","2020","Whiting Award","50,000","Whiting Foundation","career","no genre","Ling","Ma","Q56427737","Ling Ma","9223372036854775808","n2017060146","University of Chicago, Cornell University","graduate","","",""
"Marie Howe","female","Columbia University","judge","2020","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Marie","Howe","Q6762878","Marie Howe","63086949","n88035064","Columbia University","graduate","","",""
"Marie Howe","female","Columbia University","judge","2020","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Marie","Howe","Q6762878","Marie Howe","63086949","n88035064","Columbia University","graduate","","",""
"Edwidge Danticat","female","Brown University","winner","2020","USA Fellowship","50,000","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)","career","no genre","Edwidge","Danticat","Q450346","Edwidge Danticat","32104515","n93100617","Barnard College, Brown University","graduate","","",""
"Carolyn Forché","female","Bowling Green State University","winner","2020","Lannan Award","150,000","Lannan Foundation","career","poetry","Carolyn","Forché","Q5045357","Carolyn Forché","2603438","n82066975","","graduate","","",""
"Genya Turovskaya","female","Bard College","winner","2020","Whiting Award","50,000","Whiting Foundation","career","no genre","Genya","Turovskaya","Q5533844","Genya Turovskaya","66207794","no2005074650","","graduate","","",""
"Elizabeth Alexander","female","","judge","2020","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Elizabeth","Alexander","Q5362284","Elizabeth Alexander","43023427","n88298598","Yale University, University of Pennsylvania","graduate","","",""
"Elizabeth Alexander","female","","judge","2020","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Elizabeth","Alexander","Q5362284","Elizabeth Alexander","43023427","n88298598","Yale University, University of Pennsylvania","graduate","","",""
"Namwali Serpell","female","","winner","2020","Windham Campbell Prize","165,000","Yale University","career","prose","Namwali","Serpell","Q20645847","Namwali Serpell","307422218","n2013061243","Yale University, Harvard University","graduate","","",""
"Sharon Olds","female","","winner","2020","USA Fellowship","50,000","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)","career","no genre","Sharon","Olds","Q3180469","Sharon Olds","13382047","n79125390","Stanford University, Columbia University","graduate","","",""
"Marilynne Robinson","female","","winner","2020","Helmerich Distinguished Author Award","40,000","Tulsa Library Trust","career","prose","Marilynne","Robinson","Q253926","Marilynne Robinson","16729","n80090696","Brown University","graduate","","",""
"Cristina García","female","","winner","2020","MacArthur Fellowship","625,000","MacArthur Foundation","career","no genre","Cristina","García","Q5186349","Cristina García","46837851","n92051709","Barnard College","graduate","","",""
"Alicia Ostriker","female","","judge","2020","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Alicia","Ostriker","Q21623","Alicia Ostriker","79060171","n80139339","","graduate","","",""
"Alicia Ostriker","female","","judge","2020","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Alicia","Ostriker","Q21623","Alicia Ostriker","79060171","n80139339","","graduate","","",""
"Betty Sue Flowers","female","","judge","2020","Rebekah Johnson Bobbitt National Prize For Poetry","10,000","Library of Congress","career","poetry","Betty Sue","Flowers","Q4898979","Betty Sue Flowers","59124076","n87887457","","graduate","","",""
"Elise Paschen","female","","judge","2020","Rebekah Johnson Bobbitt National Prize For Poetry","10,000","Library of Congress","career","poetry","Elise","Paschen","Q5361680","Elise Paschen","26317265","n95114041","","graduate","","",""
"Ellen Bass","female","","judge","2020","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Ellen","Bass","Q5364752","Ellen Bass","52332130","n50018411","","graduate","","",""
"Ellen Bass","female","","judge","2020","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Ellen","Bass","Q5364752","Ellen Bass","52332130","n50018411","","graduate","","",""
"Marie Arana","female","","winner","2020","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Marie","Arana","Q12052943","Marie Arana","12545530","n00027341","","graduate","","",""
"Megan McDowell","female","","winner","2020","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Megan","McDowell","","","","","","graduate","","",""
"N. K. Jemisin","female","","winner","2020","MacArthur Fellowship","625,000","MacArthur Foundation","career","no genre","N. K.","Jemisin","Q2427544","N. K. Jemisin","160100764","n2009004580","","graduate","","",""
"Nguyen Phan Que Mai","female","","winner","2020","Lannan Fellowship","50,000","Lannan Foundation","career","prose","Nguyen Phan Que","Mai","Q111472131","Nguyễn Phan Quế Mai","250855929","no2012080878","","graduate","","",""
"Nikky Finney","female","","winner","2020","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Nikky","Finney","Q7035311","Nikky Finney","210225289","n84162079","","graduate","","",""
"Sarah M. Broom","female","","winner","2020","USA Fellowship","50,000","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)","career","no genre","Sarah M.","Broom","Q61803270","Sarah Broom","19090677","n2005049371","","graduate","","",""
"Terry Tempest Williams","female","","judge","2020","Arthur Rense Prize","20,000","American Academy of Arts and Letters","career","poetry","Terry Tempest","Williams","Q7705078","Terry Tempest Williams","53070524","n83190591","","graduate","","",""
"Terry Tempest Williams","female","","judge","2020","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Terry Tempest","Williams","Q7705078","Terry Tempest Williams","53070524","n83190591","","graduate","","",""
"Terry Tempest Williams","female","","judge","2020","Benjamin H. Danks Award","20,000","American Academy of Arts and Letters","career","no genre","Terry Tempest","Williams","Q7705078","Terry Tempest Williams","53070524","n83190591","","graduate","","",""
"Terry Tempest Williams","female","","judge","2020","Christopher Lightfoot Walker Award","100,000","American Academy of Arts and Letters","career","no genre","Terry Tempest","Williams","Q7705078","Terry Tempest Williams","53070524","n83190591","","graduate","","",""
"Terry Tempest Williams","female","","judge","2020","E. M. Forster Award","10,000","American Academy of Arts and Letters","career","no genre","Terry Tempest","Williams","Q7705078","Terry Tempest Williams","53070524","n83190591","","graduate","","",""
"Lisa Lucas","female","","judge","2020","USA Fellowship","50,000","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)","career","no genre","Lisa","Lucas","","","","","University of Chicago","","","",""
"Amy Hempel","female","","judge","2020","Arthur Rense Prize","20,000","American Academy of Arts and Letters","career","poetry","Amy","Hempel","Q481871","Amy Hempel","79156172","n84183486","","","","",""
"Amy Hempel","female","","judge","2020","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Amy","Hempel","Q481871","Amy Hempel","79156172","n84183486","","","","",""
